Time,V1,V2,V3,V4,V5,ToutH2,TinAIR,ToutAIR,TinWAT,DoutH2,DoutAIR,TV
1,0.671260504,0.667184874,0.665277311,0.666621849,0.662016807,37.49252941,43.2057395,51.18604202,53.69205042,2.113554622,21.2952605,3.3323
2,0.671159664,0.66705042,0.665,0.666420168,0.661554622,37.71980672,43.19231933,51.1892437,53.6930084,2.111663866,21.27456303,3.331184874
3,0.671,0.667142857,0.664487395,0.66594958,0.661159664,37.65237815,43.19790756,51.2174958,53.70484874,2.108352941,21.28382353,3.329739496
4,0.670655462,0.666445378,0.663739496,0.665789916,0.660521008,37.64502521,43.18579832,51.20841176,53.68686555,2.109394958,21.27761345,3.327151261
5,0.670462185,0.666756303,0.663243697,0.66497479,0.659773109,37.60578992,43.20358824,51.19401681,53.70373109,2.108235294,21.27151261,3.325210084
6,0.670183333,0.66615,0.662491667,0.664658333,0.659475,37.75813333,43.19219167,51.26793333,53.73595833,2.106241667,21.28060833,3.322958333
7,0.669773109,0.66597479,0.661932773,0.66394958,0.65912605,37.76172269,43.17188235,51.27605882,53.72342017,2.10512605,21.28172269,3.320756303
8,0.669453782,0.665689076,0.661394958,0.663193277,0.658621849,37.73934454,43.18959664,51.2720084,53.72294118,2.104142857,21.28609244,3.318352941
9,0.669537815,0.665184874,0.66107563,0.663,0.658193277,37.72167227,43.26198319,51.2702605,53.71258824,2.10287395,21.29321008,3.316991597
10,0.669033613,0.664932773,0.660890756,0.662655462,0.658159664,37.79715126,43.28419328,51.26822689,53.71254622,2.104823529,21.28238655,3.315672269
11,0.668983333,0.66515,0.659583333,0.662191667,0.657716667,37.78083333,43.27348333,51.26594167,53.7197,2.104691667,21.28920833,3.313625
12,0.668991597,0.664689076,0.659831933,0.661605042,0.657647059,37.867,43.23496639,51.23227731,53.71926891,2.105672269,21.28784874,3.312764706
13,0.668663866,0.664470588,0.659411765,0.661714286,0.657310924,37.92719328,43.22865546,51.24131092,53.73705882,2.105647059,21.29265546,3.311571429
14,0.668529412,0.664453782,0.658630252,0.661470588,0.657016807,37.92710924,43.25568908,51.23431092,53.72443697,2.103991597,21.2859916,3.31010084
15,0.668571429,0.664310924,0.658764706,0.66089916,0.656815126,37.96805042,43.23515966,51.26784874,53.74238655,2.10292437,21.29484034,3.309361345
16,0.668375,0.663883333,0.658291667,0.661025,0.656516667,37.86419167,43.22240833,51.25281667,53.74258333,2.102633333,21.29901667,3.308091667
17,0.668243697,0.663857143,0.658235294,0.660151261,0.656260504,37.9397395,43.23460504,51.27734454,53.75537815,2.101487395,21.29688235,3.306747899
18,0.667957983,0.663815126,0.657277311,0.660268908,0.65592437,37.91942017,43.27104202,51.29963025,53.7719916,2.102218487,21.29543697,3.305243697
19,0.667941176,0.663462185,0.657159664,0.659722689,0.655747899,37.94721008,43.25585714,51.28792437,53.75051261,2.103487395,21.30102521,3.304033613
20,0.667840336,0.663369748,0.65689916,0.658865546,0.655663866,37.94719328,43.24559664,51.25684034,53.71859664,2.102285714,21.30202521,3.302638655
21,0.667258333,0.663158333,0.656566667,0.6589,0.655341667,37.9757,43.24035,51.2969,53.74895,2.098558333,21.30125833,3.301225
22,0.667142857,0.662815126,0.656302521,0.658705882,0.65512605,38.06285714,43.25291597,51.2912521,53.7452521,2.100815126,21.30181513,3.300092437
23,0.667067227,0.662831933,0.655638655,0.658537815,0.654815126,37.98763866,43.28940336,51.27869748,53.72196639,2.099512605,21.30533613,3.298890756
24,0.666882353,0.662647059,0.655529412,0.658235294,0.654680672,37.98757143,43.27895798,51.2955042,53.73910924,2.100016807,21.3022437,3.29797479
25,0.666731092,0.662747899,0.655134454,0.657781513,0.654453782,37.99959664,43.28278992,51.29659664,53.73752941,2.100848739,21.29708403,3.296848739
26,0.666441667,0.6622,0.654808333,0.657691667,0.654233333,38.09553333,43.27443333,51.30568333,53.73471667,2.101333333,21.30068333,3.295375
27,0.666268908,0.66192437,0.654512605,0.657462185,0.653865546,38.07381513,43.22161345,51.30158824,53.73514286,2.102915966,21.30497479,3.294033613
28,0.666,0.66187395,0.654302521,0.657294118,0.653815126,37.91041176,43.203,51.27712605,53.7344958,2.102201681,21.30989916,3.293285714
29,0.66592437,0.662184874,0.65389916,0.656915966,0.653689076,37.94303361,43.21852941,51.30362185,53.74934454,2.098218487,21.3087563,3.292613445
30,0.666,0.661756303,0.65412605,0.656764706,0.653722689,38.06951261,43.24695798,51.32996639,53.74610084,2.099411765,21.30058824,3.292369748
31,0.665882353,0.661739496,0.65412605,0.656588235,0.653630252,38.12087395,43.21992437,51.34788235,53.75059664,2.099806723,21.30042857,3.291966387
32,0.665783333,0.6617,0.654066667,0.657141667,0.653683333,38.12825833,43.228925,51.35829167,53.75798333,2.098458333,21.2994,3.292375
33,0.665815126,0.661663866,0.653445378,0.656512605,0.653529412,38.28864706,43.21979832,51.34958824,53.74444538,2.099630252,21.30640336,3.290966387
34,0.665773109,0.661268908,0.653428571,0.656680672,0.653411765,38.23129412,43.22752941,51.32513445,53.74628571,2.101344538,21.3012521,3.290563025
35,0.665537815,0.661285714,0.653605042,0.656495798,0.653403361,38.26094958,43.22491597,51.31870588,53.74278151,2.100495798,21.29787395,3.290327731
36,0.6757425,0.671295,0.66757,0.670165,0.666845,38.0000925,43.277165,50.889835,53.09426,2.0577225,21.6037125,3.29
37,0.667260623,0.662713881,0.658872521,0.661592068,0.657739377,37.89349008,43.307,51.26266006,53.75028612,2.121356941,21.29712748,3.30817847
38,0.667014164,0.662215297,0.658328612,0.661186969,0.657594901,37.82557507,43.23954108,51.28106799,53.72755241,2.123240793,21.29967989,3.306339943
39,0.667034091,0.661840909,0.658167614,0.660605114,0.657096591,37.75580966,43.28092898,51.26124148,53.73009659,2.124863636,21.29124716,3.304744318
40,0.666586402,0.661915014,0.657376771,0.660229462,0.656912181,37.85554674,43.27028612,51.28432011,53.73949858,2.125356941,21.29383003,3.30301983
41,0.666402266,0.661495751,0.657359773,0.659852691,0.656436261,37.86014448,43.24006799,51.26908215,53.74123796,2.127481586,21.29159773,3.301546742
42,0.665886686,0.661371105,0.65666289,0.659589235,0.656186969,37.86141926,43.25794051,51.24897734,53.72538244,2.127597734,21.2909915,3.299696884
43,0.665844193,0.661087819,0.656501416,0.659288952,0.655951841,37.83859773,43.26936261,51.27386119,53.74889235,2.127546742,21.29057507,3.298674221
44,0.66584136,0.661305949,0.655971671,0.658909348,0.655416431,37.79406232,43.2513881,51.24722946,53.71433711,2.127492918,21.28779603,3.297444759
45,0.665685552,0.660988669,0.655991501,0.658507082,0.655331445,37.87847592,43.28756657,51.27168839,53.72254674,2.126815864,21.28808782,3.296504249
46,0.665240793,0.660991501,0.655589235,0.65821813,0.655232295,37.89489235,43.24288385,51.27815864,53.72916431,2.126872521,21.29730595,3.295271955
47,0.665322946,0.660563739,0.655291785,0.65794051,0.654903683,37.9073966,43.28972805,51.22426346,53.71873088,2.126917847,21.28709915,3.294022663
48,0.665192635,0.660498584,0.654603399,0.657827195,0.654436261,37.82723513,43.28609632,51.22364306,53.72341076,2.125161473,21.30256657,3.292558074
49,0.664943343,0.660422096,0.654283286,0.657815864,0.654339943,38.02743343,43.31662323,51.26794334,53.73392918,2.12203966,21.3086204,3.291804533
50,0.664482955,0.660329545,0.654264205,0.657465909,0.65415625,38.19194318,43.28901705,51.30715057,53.74370739,2.119823864,21.31114489,3.290698864
51,0.664745042,0.66013881,0.653988669,0.657410765,0.653923513,38.12841076,43.23605099,51.23549008,53.71743059,2.123651558,21.31288669,3.290206799
52,0.6648017,0.660186969,0.653849858,0.657626062,0.65411898,37.96611615,43.25286969,51.21048442,53.74406799,2.126509915,21.31275354,3.290583569
53,0.664830028,0.660048159,0.653866856,0.657345609,0.653915014,37.95825496,43.26860057,51.22932295,53.74335694,2.125759207,21.30611615,3.290005666
54,0.6641983,0.660113314,0.654107649,0.65666289,0.653538244,38.04235127,43.31831161,51.22709348,53.73330595,2.125898017,21.30343909,3.288620397
55,0.664243626,0.659515581,0.653507082,0.656756374,0.653172805,37.92370255,43.265,51.19890085,53.7301728,2.12590085,21.29916714,3.287195467
56,0.664186969,0.659552408,0.653093484,0.656484419,0.653161473,37.88687819,43.26440793,51.20071671,53.73818697,2.126583569,21.29949008,3.286478754
57,0.663778656,0.659312253,0.65255336,0.656407115,0.652782609,37.90856522,43.26729249,51.17644269,53.72710672,2.125853755,21.29534783,3.284833992
58,0.663537815,0.658966387,0.652630252,0.655823529,0.652226891,38.17496639,43.33115966,51.26161345,53.74221849,2.122268908,21.31730252,3.283184874
59,0.663210084,0.658630252,0.652268908,0.655277311,0.652033613,38.12073109,43.3507479,51.25618487,53.74942857,2.12287395,21.31214286,3.281420168
60,0.66302521,0.658462185,0.650966387,0.655243697,0.651705882,38.09215126,43.31838655,51.24645378,53.73123529,2.121058824,21.31219328,3.279403361
61,0.662816667,0.658166667,0.651625,0.655116667,0.651666667,37.848825,43.29726667,51.18124167,53.73434167,2.122358333,21.3028,3.279391667
